district_name,zone,year,ghi_annual,yoy_change,yoy_pct_change
Nuwakot,"Central Hills",2007,1570.42,-91.88,-5.53
Nuwakot,"Central Hills",2008,1622.05,51.63,3.29
Nuwakot,"Central Hills",2009,1694.74,72.69,4.48
Nuwakot,"Central Hills",2010,1672.06,-22.68,-1.34
Nuwakot,"Central Hills",2011,1612.15,-59.91,-3.58
Nuwakot,"Central Hills",2012,1728.41,116.26,7.21
Nuwakot,"Central Hills",2013,1584.49,-143.92,-8.33
Nuwakot,"Central Hills",2014,1645.44,60.95,3.85
Nuwakot,"Central Hills",2015,1624.22,-21.22,-1.29
Nuwakot,"Central Hills",2016,1579.36,-44.86,-2.76
Nuwakot,"Central Hills",2017,1624.58,45.22,2.86
Nuwakot,"Central Hills",2018,1619.32,-5.26,-0.32
Nuwakot,"Central Hills",2019,1611.56,-7.76,-0.48
Nuwakot,"Central Hills",2020,1535.13,-76.43,-4.74
Nuwakot,"Central Hills",2021,1522.91,-12.22,-0.80
Nuwakot,"Central Hills",2022,1604.22,81.31,5.34
Nuwakot,"Central Hills",2023,1669.36,65.14,4.06
Okhaldhunga,"Central Hills",2005,1605.99,NULL,NULL
Okhaldhunga,"Central Hills",2006,1564.25,-41.74,-2.60
Okhaldhunga,"Central Hills",2007,1486.57,-77.68,-4.97
Okhaldhunga,"Central Hills",2008,1526.82,40.25,2.71
Okhaldhunga,"Central Hills",2009,1556.55,29.73,1.95
Okhaldhunga,"Central Hills",2010,1541.65,-14.90,-0.96
Okhaldhunga,"Central Hills",2011,1504.76,-36.89,-2.39
Okhaldhunga,"Central Hills",2012,1616.92,112.16,7.45
Okhaldhunga,"Central Hills",2013,1510.79,-106.13,-6.56
Okhaldhunga,"Central Hills",2014,1533.51,22.72,1.50
Okhaldhunga,"Central Hills",2015,1512.43,-21.08,-1.37
Okhaldhunga,"Central Hills",2016,1480.48,-31.95,-2.11
Okhaldhunga,"Central Hills",2017,1498.19,17.71,1.20
Okhaldhunga,"Central Hills",2018,1494.04,-4.15,-0.28
Okhaldhunga,"Central Hills",2019,1524.77,30.73,2.06
Okhaldhunga,"Central Hills",2020,1416.94,-107.83,-7.07
Okhaldhunga,"Central Hills",2021,1470.28,53.34,3.76
Okhaldhunga,"Central Hills",2022,1498.70,28.42,1.93
Okhaldhunga,"Central Hills",2023,1570.02,71.32,4.76
Palpa,"Western Hills",2005,1739.87,NULL,NULL
Palpa,"Western Hills",2006,1707.04,-32.83,-1.89
Palpa,"Western Hills",2007,1586.30,-120.74,-7.07
Palpa,"Western Hills",2008,1645.75,59.45,3.75
Palpa,"Western Hills",2009,1743.91,98.16,5.96
Palpa,"Western Hills",2010,1702.34,-41.57,-2.38
Palpa,"Western Hills",2011,1635.18,-67.16,-3.95
Palpa,"Western Hills",2012,1769.27,134.09,8.20
Palpa,"Western Hills",2013,1596.70,-172.57,-9.75
Palpa,"Western Hills",2014,1673.53,76.83,4.81
Palpa,"Western Hills",2015,1633.48,-40.05,-2.39
Palpa,"Western Hills",2016,1603.87,-29.61,-1.81
Palpa,"Western Hills",2017,1631.90,28.03,1.75
Palpa,"Western Hills",2018,1639.20,7.30,0.45
Palpa,"Western Hills",2019,1648.70,9.50,0.58
Palpa,"Western Hills",2020,1544.91,-103.79,-6.30
Palpa,"Western Hills",2021,1556.67,11.76,0.76
Palpa,"Western Hills",2022,1637.28,80.61,5.18
Palpa,"Western Hills",2023,1716.57,79.29,4.84
Panchthar,"Eastern Hills",2005,1553.95,NULL,NULL
Panchthar,"Eastern Hills",2006,1559.91,5.96,0.38
Panchthar,"Eastern Hills",2007,1479.14,-80.77,-5.18
Panchthar,"Eastern Hills",2008,1475.80,-3.34,-0.23
Panchthar,"Eastern Hills",2009,1489.42,13.62,0.92
Panchthar,"Eastern Hills",2010,1492.79,3.37,0.23
Panchthar,"Eastern Hills",2011,1473.08,-19.71,-1.32
Panchthar,"Eastern Hills",2012,1547.16,74.08,5.03
Panchthar,"Eastern Hills",2013,1483.90,-63.26,-4.09
Panchthar,"Eastern Hills",2014,1508.22,24.32,1.64
Panchthar,"Eastern Hills",2015,1479.06,-29.16,-1.93
Panchthar,"Eastern Hills",2016,1452.47,-26.59,-1.80
Panchthar,"Eastern Hills",2017,1498.56,46.09,3.17
Panchthar,"Eastern Hills",2018,1436.69,-61.87,-4.13
Panchthar,"Eastern Hills",2019,1471.96,35.27,2.45
Panchthar,"Eastern Hills",2020,1392.01,-79.95,-5.43
Panchthar,"Eastern Hills",2021,1458.23,66.22,4.76
Panchthar,"Eastern Hills",2022,1488.20,29.97,2.06
Panchthar,"Eastern Hills",2023,1545.12,56.92,3.82
Parasi,"Western Terai",2005,1786.63,NULL,NULL
Parasi,"Western Terai",2006,1762.14,-24.49,-1.37
Parasi,"Western Terai",2007,1640.37,-121.77,-6.91
Parasi,"Western Terai",2008,1689.19,48.82,2.98
Parasi,"Western Terai",2009,1793.32,104.13,6.16
Parasi,"Western Terai",2010,1749.76,-43.56,-2.43
Parasi,"Western Terai",2011,1697.98,-51.78,-2.96
Parasi,"Western Terai",2012,1819.70,121.72,7.17
Parasi,"Western Terai",2013,1654.17,-165.53,-9.10
Parasi,"Western Terai",2014,1721.82,67.65,4.09
Parasi,"Western Terai",2015,1691.57,-30.25,-1.76
Parasi,"Western Terai",2016,1663.88,-27.69,-1.64
Parasi,"Western Terai",2017,1687.54,23.66,1.42
Parasi,"Western Terai",2018,1712.13,24.59,1.46
Parasi,"Western Terai",2019,1701.16,-10.97,-0.64
Parasi,"Western Terai",2020,1599.97,-101.19,-5.95
Parasi,"Western Terai",2021,1612.38,12.41,0.78
Parasi,"Western Terai",2022,1700.69,88.31,5.48
Parasi,"Western Terai",2023,1771.45,70.76,4.16
Parbat,"Western Hills",2005,1594.62,NULL,NULL
Parbat,"Western Hills",2006,1566.91,-27.71,-1.74
Parbat,"Western Hills",2007,1470.50,-96.41,-6.15
Parbat,"Western Hills",2008,1509.13,38.63,2.63
Parbat,"Western Hills",2009,1607.30,98.17,6.51
Parbat,"Western Hills",2010,1557.31,-49.99,-3.11
Parbat,"Western Hills",2011,1478.19,-79.12,-5.08
Parbat,"Western Hills",2012,1609.66,131.47,8.89
Parbat,"Western Hills",2013,1465.22,-144.44,-8.97
Parbat,"Western Hills",2014,1551.11,85.89,5.86
Parbat,"Western Hills",2015,1514.20,-36.91,-2.38
Parbat,"Western Hills",2016,1458.26,-55.94,-3.69
Parbat,"Western Hills",2017,1503.02,44.76,3.07
Parbat,"Western Hills",2018,1480.99,-22.03,-1.47
Parbat,"Western Hills",2019,1510.77,29.78,2.01
Parbat,"Western Hills",2020,1417.72,-93.05,-6.16
Parbat,"Western Hills",2021,1400.63,-17.09,-1.21
Parbat,"Western Hills",2022,1497.33,96.70,6.90
Parbat,"Western Hills",2023,1536.94,39.61,2.65
Parsa,"Madhesh Terai",2005,1833.27,NULL,NULL
Parsa,"Madhesh Terai",2006,1822.64,-10.63,-0.58
Parsa,"Madhesh Terai",2007,1717.71,-104.93,-5.76
Parsa,"Madhesh Terai",2008,1748.99,31.28,1.82
Parsa,"Madhesh Terai",2009,1840.29,91.30,5.22
Parsa,"Madhesh Terai",2010,1811.43,-28.86,-1.57
Parsa,"Madhesh Terai",2011,1752.26,-59.17,-3.27
Parsa,"Madhesh Terai",2012,1866.58,114.32,6.52
Parsa,"Madhesh Terai",2013,1746.82,-119.76,-6.42
Parsa,"Madhesh Terai",2014,1767.27,20.45,1.17
Parsa,"Madhesh Terai",2015,1773.59,6.32,0.36
Parsa,"Madhesh Terai",2016,1729.09,-44.50,-2.51
Parsa,"Madhesh Terai",2017,1749.39,20.30,1.17
Parsa,"Madhesh Terai",2018,1790.33,40.94,2.34
Parsa,"Madhesh Terai",2019,1763.39,-26.94,-1.50
Parsa,"Madhesh Terai",2020,1671.94,-91.45,-5.19
Parsa,"Madhesh Terai",2021,1683.93,11.99,0.72
Parsa,"Madhesh Terai",2022,1783.64,99.71,5.92
Parsa,"Madhesh Terai",2023,1824.68,41.04,2.30
Pyuthan,"Mid-West Hills",2005,1738.23,NULL,NULL
Pyuthan,"Mid-West Hills",2006,1712.48,-25.75,-1.48
Pyuthan,"Mid-West Hills",2007,1619.06,-93.42,-5.46
Pyuthan,"Mid-West Hills",2008,1641.54,22.48,1.39
Pyuthan,"Mid-West Hills",2009,1751.82,110.28,6.72
Pyuthan,"Mid-West Hills",2010,1704.01,-47.81,-2.73
Pyuthan,"Mid-West Hills",2011,1644.61,-59.40,-3.49
Pyuthan,"Mid-West Hills",2012,1759.33,114.72,6.98
Pyuthan,"Mid-West Hills",2013,1593.58,-165.75,-9.42
Pyuthan,"Mid-West Hills",2014,1688.07,94.49,5.93
Pyuthan,"Mid-West Hills",2015,1652.47,-35.60,-2.11
Pyuthan,"Mid-West Hills",2016,1612.37,-40.10,-2.43
Pyuthan,"Mid-West Hills",2017,1640.10,27.73,1.72
Pyuthan,"Mid-West Hills",2018,1655.14,15.04,0.92
Pyuthan,"Mid-West Hills",2019,1649.32,-5.82,-0.35
Pyuthan,"Mid-West Hills",2020,1564.38,-84.94,-5.15
Pyuthan,"Mid-West Hills",2021,1549.69,-14.69,-0.94
Pyuthan,"Mid-West Hills",2022,1654.64,104.95,6.77
Pyuthan,"Mid-West Hills",2023,1693.58,38.94,2.35
Ramechhap,"Eastern Hills",2005,1689.46,NULL,NULL
Ramechhap,"Eastern Hills",2006,1654.71,-34.75,-2.06
Ramechhap,"Eastern Hills",2007,1576.72,-77.99,-4.71
Ramechhap,"Eastern Hills",2008,1606.06,29.34,1.86
Ramechhap,"Eastern Hills",2009,1660.85,54.79,3.41
Ramechhap,"Eastern Hills",2010,1647.45,-13.40,-0.81
Ramechhap,"Eastern Hills",2011,1583.74,-63.71,-3.87
Ramechhap,"Eastern Hills",2012,1722.47,138.73,8.76
Ramechhap,"Eastern Hills",2013,1586.35,-136.12,-7.90
Ramechhap,"Eastern Hills",2014,1622.84,36.49,2.30
Ramechhap,"Eastern Hills",2015,1600.49,-22.35,-1.38
Ramechhap,"Eastern Hills",2016,1565.01,-35.48,-2.22
Ramechhap,"Eastern Hills",2017,1590.96,25.95,1.66
Ramechhap,"Eastern Hills",2018,1597.24,6.28,0.39
Ramechhap,"Eastern Hills",2019,1620.92,23.68,1.48
Ramechhap,"Eastern Hills",2020,1515.35,-105.57,-6.51
Ramechhap,"Eastern Hills",2021,1550.46,35.11,2.32
Ramechhap,"Eastern Hills",2022,1591.97,41.51,2.68
Ramechhap,"Eastern Hills",2023,1667.20,75.23,4.73
Rasuwa,"Central Hills",2005,1781.05,NULL,NULL
Rasuwa,"Central Hills",2006,1734.31,-46.74,-2.62
Rasuwa,"Central Hills",2007,1667.89,-66.42,-3.83
Rasuwa,"Central Hills",2008,1706.72,38.83,2.33
Rasuwa,"Central Hills",2009,1770.68,63.96,3.75
Rasuwa,"Central Hills",2010,1745.25,-25.43,-1.44
Rasuwa,"Central Hills",2011,1693.74,-51.51,-2.95
Rasuwa,"Central Hills",2012,1788.04,94.30,5.57
Rasuwa,"Central Hills",2013,1668.23,-119.81,-6.70
Rasuwa,"Central Hills",2014,1733.82,65.59,3.93
Rasuwa,"Central Hills",2015,1719.13,-14.69,-0.85
Rasuwa,"Central Hills",2016,1666.75,-52.38,-3.05
Rasuwa,"Central Hills",2017,1715.91,49.16,2.95
Rasuwa,"Central Hills",2018,1695.00,-20.91,-1.22
Rasuwa,"Central Hills",2019,1690.19,-4.81,-0.28
Rasuwa,"Central Hills",2020,1622.58,-67.61,-4.00
Rasuwa,"Central Hills",2021,1595.71,-26.87,-1.66
Rasuwa,"Central Hills",2022,1683.49,87.78,5.50
Rasuwa,"Central Hills",2023,1726.83,43.34,2.57
Rautahat,"Madhesh Terai",2005,1839.52,NULL,NULL
Rautahat,"Madhesh Terai",2006,1836.80,-2.72,-0.15
Rautahat,"Madhesh Terai",2007,1743.77,-93.03,-5.06
Rautahat,"Madhesh Terai",2008,1769.79,26.02,1.49
Rautahat,"Madhesh Terai",2009,1848.71,78.92,4.46
Rautahat,"Madhesh Terai",2010,1826.76,-21.95,-1.19
Rautahat,"Madhesh Terai",2011,1767.49,-59.27,-3.24
Rautahat,"Madhesh Terai",2012,1876.88,109.39,6.19
Rautahat,"Madhesh Terai",2013,1770.44,-106.44,-5.67
Rautahat,"Madhesh Terai",2014,1780.18,9.74,0.55
Rautahat,"Madhesh Terai",2015,1774.54,-5.64,-0.32
Rautahat,"Madhesh Terai",2016,1743.21,-31.33,-1.77
Rautahat,"Madhesh Terai",2017,1761.25,18.04,1.03
Rautahat,"Madhesh Terai",2018,1800.80,39.55,2.25
Rautahat,"Madhesh Terai",2019,1792.36,-8.44,-0.47
Rautahat,"Madhesh Terai",2020,1686.07,-106.29,-5.93
Rautahat,"Madhesh Terai",2021,1716.94,30.87,1.83
Rautahat,"Madhesh Terai",2022,1797.85,80.91,4.71
Rautahat,"Madhesh Terai",2023,1844.21,46.36,2.58
Rolpa,"Mid-West Hills",2005,1662.37,NULL,NULL
Rolpa,"Mid-West Hills",2006,1637.86,-24.51,-1.47
Rolpa,"Mid-West Hills",2007,1558.12,-79.74,-4.87
Rolpa,"Mid-West Hills",2008,1571.31,13.19,0.85
Rolpa,"Mid-West Hills",2009,1677.60,106.29,6.76
Rolpa,"Mid-West Hills",2010,1631.12,-46.48,-2.77
Rolpa,"Mid-West Hills",2011,1587.53,-43.59,-2.67
Rolpa,"Mid-West Hills",2012,1678.65,91.12,5.74
Rolpa,"Mid-West Hills",2013,1530.01,-148.64,-8.85
Rolpa,"Mid-West Hills",2014,1627.90,97.89,6.40
Rolpa,"Mid-West Hills",2015,1591.03,-36.87,-2.26
Rolpa,"Mid-West Hills",2016,1554.89,-36.14,-2.27
Rolpa,"Mid-West Hills",2017,1579.36,24.47,1.57
Rolpa,"Mid-West Hills",2018,1598.22,18.86,1.19
Rolpa,"Mid-West Hills",2019,1582.39,-15.83,-0.99
Rolpa,"Mid-West Hills",2020,1509.98,-72.41,-4.58
Rolpa,"Mid-West Hills",2021,1495.93,-14.05,-0.93
Rolpa,"Mid-West Hills",2022,1591.43,95.50,6.38
Rolpa,"Mid-West Hills",2023,1620.28,28.85,1.81
Rukum_East,"Mid-West Hills",2005,1687.61,NULL,NULL
Rukum_East,"Mid-West Hills",2006,1659.15,-28.46,-1.69
Rukum_East,"Mid-West Hills",2007,1589.15,-70.00,-4.22
Rukum_East,"Mid-West Hills",2008,1606.99,17.84,1.12
Rukum_East,"Mid-West Hills",2009,1722.62,115.63,7.20
Rukum_East,"Mid-West Hills",2010,1662.40,-60.22,-3.50
Rukum_East,"Mid-West Hills",2011,1595.96,-66.44,-4.00
Rukum_East,"Mid-West Hills",2012,1710.85,114.89,7.20
Rukum_East,"Mid-West Hills",2013,1558.19,-152.66,-8.92
Rukum_East,"Mid-West Hills",2014,1682.23,124.04,7.96
Rukum_East,"Mid-West Hills",2015,1621.40,-60.83,-3.62
Rukum_East,"Mid-West Hills",2016,1588.47,-32.93,-2.03
Rukum_East,"Mid-West Hills",2017,1611.71,23.24,1.46
Rukum_East,"Mid-West Hills",2018,1611.68,-0.03,0.00
Rukum_East,"Mid-West Hills",2019,1610.67,-1.01,-0.06
Rukum_East,"Mid-West Hills",2020,1554.81,-55.86,-3.47
Rukum_East,"Mid-West Hills",2021,1520.14,-34.67,-2.23
Rukum_East,"Mid-West Hills",2022,1622.19,102.05,6.71
Rukum_East,"Mid-West Hills",2023,1611.69,-10.50,-0.65
Rukum_West,"Mid-West Hills",2005,1685.23,NULL,NULL
Rukum_West,"Mid-West Hills",2006,1677.82,-7.41,-0.44
Rukum_West,"Mid-West Hills",2007,1624.90,-52.92,-3.15
Rukum_West,"Mid-West Hills",2008,1619.00,-5.90,-0.36
Rukum_West,"Mid-West Hills",2009,1736.33,117.33,7.25
Rukum_West,"Mid-West Hills",2010,1672.63,-63.70,-3.67
Rukum_West,"Mid-West Hills",2011,1622.55,-50.08,-2.99
Rukum_West,"Mid-West Hills",2012,1707.55,85.00,5.24
Rukum_West,"Mid-West Hills",2013,1584.91,-122.64,-7.18
Rukum_West,"Mid-West Hills",2014,1709.87,124.96,7.88
Rukum_West,"Mid-West Hills",2015,1663.32,-46.55,-2.72
Rukum_West,"Mid-West Hills",2016,1624.79,-38.53,-2.32
Rukum_West,"Mid-West Hills",2017,1631.85,7.06,0.43
Rukum_West,"Mid-West Hills",2018,1637.91,6.06,0.37
Rukum_West,"Mid-West Hills",2019,1626.32,-11.59,-0.71
Rukum_West,"Mid-West Hills",2020,1602.84,-23.48,-1.44
Rukum_West,"Mid-West Hills",2021,1546.64,-56.20,-3.51
Rukum_West,"Mid-West Hills",2022,1635.26,88.62,5.73
Rukum_West,"Mid-West Hills",2023,1628.42,-6.84,-0.42
Rupandehi,"Western Terai",2005,1813.71,NULL,NULL
Rupandehi,"Western Terai",2006,1790.20,-23.51,-1.30
Rupandehi,"Western Terai",2007,1677.92,-112.28,-6.27
Rupandehi,"Western Terai",2008,1711.89,33.97,2.02
Rupandehi,"Western Terai",2009,1821.32,109.43,6.39
Rupandehi,"Western Terai",2010,1775.63,-45.69,-2.51
Rupandehi,"Western Terai",2011,1731.03,-44.60,-2.51
Rupandehi,"Western Terai",2012,1842.30,111.27,6.43
Rupandehi,"Western Terai",2013,1674.75,-167.55,-9.09
Rupandehi,"Western Terai",2014,1744.38,69.63,4.16
Rupandehi,"Western Terai",2015,1726.23,-18.15,-1.04
Rupandehi,"Western Terai",2016,1688.93,-37.30,-2.16
Rupandehi,"Western Terai",2017,1713.47,24.54,1.45
Rupandehi,"Western Terai",2018,1742.94,29.47,1.72
Rupandehi,"Western Terai",2019,1725.57,-17.37,-1.00
Rupandehi,"Western Terai",2020,1630.61,-94.96,-5.50
Rupandehi,"Western Terai",2021,1635.62,5.01,0.31
Rupandehi,"Western Terai",2022,1729.20,93.58,5.72
Rupandehi,"Western Terai",2023,1799.71,70.51,4.08
Salyan,"Mid-West Hills",2005,1690.11,NULL,NULL
Salyan,"Mid-West Hills",2006,1668.53,-21.58,-1.28
Salyan,"Mid-West Hills",2007,1593.40,-75.13,-4.50
Salyan,"Mid-West Hills",2008,1603.59,10.19,0.64
Salyan,"Mid-West Hills",2009,1724.71,121.12,7.55
Salyan,"Mid-West Hills",2010,1670.07,-54.64,-3.17
Salyan,"Mid-West Hills",2011,1624.27,-45.80,-2.74
Salyan,"Mid-West Hills",2012,1717.96,93.69,5.77
Salyan,"Mid-West Hills",2013,1556.18,-161.78,-9.42
Salyan,"Mid-West Hills",2014,1686.71,130.53,8.39
Salyan,"Mid-West Hills",2015,1630.06,-56.65,-3.36
Salyan,"Mid-West Hills",2016,1595.39,-34.67,-2.13
Salyan,"Mid-West Hills",2017,1621.85,26.46,1.66
Salyan,"Mid-West Hills",2018,1637.67,15.82,0.98
Salyan,"Mid-West Hills",2019,1612.90,-24.77,-1.51
Salyan,"Mid-West Hills",2020,1559.45,-53.45,-3.31
Salyan,"Mid-West Hills",2021,1533.46,-25.99,-1.67
Salyan,"Mid-West Hills",2022,1632.29,98.83,6.44
Salyan,"Mid-West Hills",2023,1642.27,9.98,0.61
Sankhuwasabha,"Eastern Mountain",2005,1685.42,NULL,NULL
Sankhuwasabha,"Eastern Mountain",2006,1655.11,-30.31,-1.80
Sankhuwasabha,"Eastern Mountain",2007,1586.44,-68.67,-4.15
Sankhuwasabha,"Eastern Mountain",2008,1608.21,21.77,1.37
Sankhuwasabha,"Eastern Mountain",2009,1633.05,24.84,1.54
Sankhuwasabha,"Eastern Mountain",2010,1620.91,-12.14,-0.74
Sankhuwasabha,"Eastern Mountain",2011,1592.37,-28.54,-1.76
Sankhuwasabha,"Eastern Mountain",2012,1683.63,91.26,5.73
Sankhuwasabha,"Eastern Mountain",2013,1595.06,-88.57,-5.26
Sankhuwasabha,"Eastern Mountain",2014,1628.21,33.15,2.08
Sankhuwasabha,"Eastern Mountain",2015,1605.35,-22.86,-1.40
Sankhuwasabha,"Eastern Mountain",2016,1577.26,-28.09,-1.75
Sankhuwasabha,"Eastern Mountain",2017,1606.46,29.20,1.85
Sankhuwasabha,"Eastern Mountain",2018,1561.20,-45.26,-2.82
Sankhuwasabha,"Eastern Mountain",2019,1592.39,31.19,2.00
Sankhuwasabha,"Eastern Mountain",2020,1492.72,-99.67,-6.26
Sankhuwasabha,"Eastern Mountain",2021,1554.28,61.56,4.12
Sankhuwasabha,"Eastern Mountain",2022,1583.84,29.56,1.90
Sankhuwasabha,"Eastern Mountain",2023,1652.26,68.42,4.32
Saptari,"Madhesh Terai",2005,1713.15,NULL,NULL
Saptari,"Madhesh Terai",2006,1739.20,26.05,1.52
Saptari,"Madhesh Terai",2007,1645.50,-93.70,-5.39
Saptari,"Madhesh Terai",2008,1658.94,13.44,0.82
Saptari,"Madhesh Terai",2009,1713.89,54.95,3.31
Saptari,"Madhesh Terai",2010,1696.14,-17.75,-1.04
Saptari,"Madhesh Terai",2011,1661.26,-34.88,-2.06
Saptari,"Madhesh Terai",2012,1763.61,102.35,6.16
Saptari,"Madhesh Terai",2013,1665.58,-98.03,-5.56
Saptari,"Madhesh Terai",2014,1670.69,5.11,0.31
Saptari,"Madhesh Terai",2015,1622.05,-48.64,-2.91
Saptari,"Madhesh Terai",2016,1631.07,9.02,0.56
Saptari,"Madhesh Terai",2017,1647.43,16.36,1.00
Saptari,"Madhesh Terai",2018,1664.28,16.85,1.02
Saptari,"Madhesh Terai",2019,1671.12,6.84,0.41
Saptari,"Madhesh Terai",2020,1564.69,-106.43,-6.37
Saptari,"Madhesh Terai",2021,1649.68,84.99,5.43
Saptari,"Madhesh Terai",2022,1673.51,23.83,1.44
Saptari,"Madhesh Terai",2023,1739.74,66.23,3.96
Sarlahi,"Madhesh Terai",2005,1794.25,NULL,NULL
Sarlahi,"Madhesh Terai",2006,1782.38,-11.87,-0.66
Sarlahi,"Madhesh Terai",2007,1692.27,-90.11,-5.06
Sarlahi,"Madhesh Terai",2008,1720.64,28.37,1.68
Sarlahi,"Madhesh Terai",2009,1791.59,70.95,4.12
Sarlahi,"Madhesh Terai",2010,1770.59,-21.00,-1.17
Sarlahi,"Madhesh Terai",2011,1707.06,-63.53,-3.59
Sarlahi,"Madhesh Terai",2012,1831.30,124.24,7.28
Sarlahi,"Madhesh Terai",2013,1710.30,-121.00,-6.61
Sarlahi,"Madhesh Terai",2014,1728.47,18.17,1.06
Sarlahi,"Madhesh Terai",2015,1715.48,-12.99,-0.75
Sarlahi,"Madhesh Terai",2016,1688.48,-27.00,-1.57
Sarlahi,"Madhesh Terai",2017,1708.70,20.22,1.20
Sarlahi,"Madhesh Terai",2018,1735.70,27.00,1.58
Sarlahi,"Madhesh Terai",2019,1741.51,5.81,0.33
Sarlahi,"Madhesh Terai",2020,1635.69,-105.82,-6.08
Sarlahi,"Madhesh Terai",2021,1670.88,35.19,2.15
Sarlahi,"Madhesh Terai",2022,1733.51,62.63,3.75
Sarlahi,"Madhesh Terai",2023,1796.90,63.39,3.66
Sindhuli,"Central Hills",2005,1702.29,NULL,NULL
Sindhuli,"Central Hills",2006,1688.58,-13.71,-0.81
Sindhuli,"Central Hills",2007,1605.90,-82.68,-4.90
Sindhuli,"Central Hills",2008,1631.03,25.13,1.56
Sindhuli,"Central Hills",2009,1690.31,59.28,3.63
Sindhuli,"Central Hills",2010,1673.05,-17.26,-1.02
Sindhuli,"Central Hills",2011,1618.42,-54.63,-3.27
Sindhuli,"Central Hills",2012,1738.73,120.31,7.43
Sindhuli,"Central Hills",2013,1615.81,-122.92,-7.07
Sindhuli,"Central Hills",2014,1640.01,24.20,1.50
Sindhuli,"Central Hills",2015,1620.55,-19.46,-1.19
Sindhuli,"Central Hills",2016,1601.36,-19.19,-1.18
Sindhuli,"Central Hills",2017,1616.49,15.13,0.94
Sindhuli,"Central Hills",2018,1641.28,24.79,1.53
Sindhuli,"Central Hills",2019,1655.15,13.87,0.85
Sindhuli,"Central Hills",2020,1545.89,-109.26,-6.60
Sindhuli,"Central Hills",2021,1589.76,43.87,2.84
Sindhuli,"Central Hills",2022,1640.42,50.66,3.19
Sindhuli,"Central Hills",2023,1705.66,65.24,3.98
Sindhupalchok,"Central Hills",2005,1595.86,NULL,NULL
Sindhupalchok,"Central Hills",2006,1542.06,-53.80,-3.37
Sindhupalchok,"Central Hills",2007,1477.98,-64.08,-4.16
Sindhupalchok,"Central Hills",2008,1511.98,34.00,2.30
Sindhupalchok,"Central Hills",2009,1582.31,70.33,4.65
Sindhupalchok,"Central Hills",2010,1564.02,-18.29,-1.16
Sindhupalchok,"Central Hills",2011,1497.68,-66.34,-4.24
Sindhupalchok,"Central Hills",2012,1616.45,118.77,7.93
Sindhupalchok,"Central Hills",2013,1487.30,-129.15,-7.99
Sindhupalchok,"Central Hills",2014,1548.37,61.07,4.11
Sindhupalchok,"Central Hills",2015,1522.83,-25.54,-1.65
Sindhupalchok,"Central Hills",2016,1470.84,-51.99,-3.41
Sindhupalchok,"Central Hills",2017,1514.84,44.00,2.99
Sindhupalchok,"Central Hills",2018,1516.21,1.37,0.09
Sindhupalchok,"Central Hills",2019,1510.76,-5.45,-0.36
Sindhupalchok,"Central Hills",2020,1437.41,-73.35,-4.86
Sindhupalchok,"Central Hills",2021,1424.90,-12.51,-0.87
Sindhupalchok,"Central Hills",2022,1496.10,71.20,5.00
Sindhupalchok,"Central Hills",2023,1541.21,45.11,3.02
Siraha,"Eastern Terai",2005,1785.19,NULL,NULL
Siraha,"Eastern Terai",2006,1798.37,13.18,0.74
Siraha,"Eastern Terai",2007,1706.26,-92.11,-5.12
Siraha,"Eastern Terai",2008,1718.64,12.38,0.73
Siraha,"Eastern Terai",2009,1789.78,71.14,4.14
Siraha,"Eastern Terai",2010,1773.26,-16.52,-0.92
Siraha,"Eastern Terai",2011,1729.36,-43.90,-2.48
Siraha,"Eastern Terai",2012,1835.31,105.95,6.13
Siraha,"Eastern Terai",2013,1724.70,-110.61,-6.03
Siraha,"Eastern Terai",2014,1731.98,7.28,0.42
Siraha,"Eastern Terai",2015,1695.99,-35.99,-2.08
Siraha,"Eastern Terai",2016,1689.61,-6.38,-0.38
Siraha,"Eastern Terai",2017,1714.58,24.97,1.48
Siraha,"Eastern Terai",2018,1747.44,32.86,1.92
Siraha,"Eastern Terai",2019,1749.87,2.43,0.14
Siraha,"Eastern Terai",2020,1631.57,-118.30,-6.76
Siraha,"Eastern Terai",2021,1698.14,66.57,4.08
Siraha,"Eastern Terai",2022,1747.46,49.32,2.90
Siraha,"Eastern Terai",2023,1799.61,52.15,2.98
Solukhumbu,"Central Hills",2005,1727.25,NULL,NULL
Solukhumbu,"Central Hills",2006,1675.13,-52.12,-3.02
Solukhumbu,"Central Hills",2007,1601.93,-73.20,-4.37
Solukhumbu,"Central Hills",2008,1640.68,38.75,2.42
Solukhumbu,"Central Hills",2009,1669.87,29.19,1.78
Solukhumbu,"Central Hills",2010,1651.28,-18.59,-1.11
Solukhumbu,"Central Hills",2011,1614.41,-36.87,-2.23
Solukhumbu,"Central Hills",2012,1739.73,125.32,7.76
Solukhumbu,"Central Hills",2013,1621.32,-118.41,-6.81
Solukhumbu,"Central Hills",2014,1661.16,39.84,2.46
Solukhumbu,"Central Hills",2015,1668.55,7.39,0.44
Solukhumbu,"Central Hills",2016,1589.63,-78.92,-4.73
Solukhumbu,"Central Hills",2017,1619.77,30.14,1.90
Solukhumbu,"Central Hills",2018,1617.75,-2.02,-0.12
Solukhumbu,"Central Hills",2019,1666.41,48.66,3.01
Solukhumbu,"Central Hills",2020,1532.70,-133.71,-8.02
Solukhumbu,"Central Hills",2021,1548.31,15.61,1.02
Solukhumbu,"Central Hills",2022,1598.00,49.69,3.21
