location,zone,year,GHI_annual
Kaski,Western Hills,2023,1645.36
Kathmandu,Central Hills,2005,1722.78
Kathmandu,Central Hills,2006,1678.34
Kathmandu,Central Hills,2007,1584.21
Kathmandu,Central Hills,2008,1630.22
Kathmandu,Central Hills,2009,1707.31
Kathmandu,Central Hills,2010,1684.8
Kathmandu,Central Hills,2011,1623.69
Kathmandu,Central Hills,2012,1745.5900000000001
Kathmandu,Central Hills,2013,1606.34
Kathmandu,Central Hills,2014,1654.66
Kathmandu,Central Hills,2015,1629.1100000000001
Kathmandu,Central Hills,2016,1589.46
Kathmandu,Central Hills,2017,1629.54
Kathmandu,Central Hills,2018,1642.16
Kathmandu,Central Hills,2019,1626.05
Kathmandu,Central Hills,2020,1549.1100000000001
Kathmandu,Central Hills,2021,1551.81
Kathmandu,Central Hills,2022,1621.9099999999999
Kathmandu,Central Hills,2023,1686.46
Kavrepalanchok,Central Hills,2005,1656.78
Kavrepalanchok,Central Hills,2006,1611.22
Kavrepalanchok,Central Hills,2007,1531.63
Kavrepalanchok,Central Hills,2008,1569.3999999999999
Kavrepalanchok,Central Hills,2009,1642.73
Kavrepalanchok,Central Hills,2010,1622.76
Kavrepalanchok,Central Hills,2011,1555.44
Kavrepalanchok,Central Hills,2012,1684.72
Kavrepalanchok,Central Hills,2013,1548.26
Kavrepalanchok,Central Hills,2014,1600.43
Kavrepalanchok,Central Hills,2015,1576.14
Kavrepalanchok,Central Hills,2016,1527.96
Kavrepalanchok,Central Hills,2017,1567.98
Kavrepalanchok,Central Hills,2018,1578.46
Kavrepalanchok,Central Hills,2019,1575.66
Kavrepalanchok,Central Hills,2020,1493.9
Kavrepalanchok,Central Hills,2021,1492.64
Kavrepalanchok,Central Hills,2022,1554.47
Kavrepalanchok,Central Hills,2023,1619.28
Khotang,Eastern Hills,2005,1602.45
Khotang,Eastern Hills,2006,1578.1000000000001
Khotang,Eastern Hills,2007,1489.97
Khotang,Eastern Hills,2008,1529.01
Khotang,Eastern Hills,2009,1553.21
Khotang,Eastern Hills,2010,1538.73
Khotang,Eastern Hills,2011,1512.54
Khotang,Eastern Hills,2012,1611.8999999999999
Khotang,Eastern Hills,2013,1519.86
Khotang,Eastern Hills,2014,1532.04
Khotang,Eastern Hills,2015,1493.45
Khotang,Eastern Hills,2016,1477.18
Khotang,Eastern Hills,2017,1496.16
Khotang,Eastern Hills,2018,1476.93
Khotang,Eastern Hills,2019,1510.78
Khotang,Eastern Hills,2020,1417.36
Khotang,Eastern Hills,2021,1490.41
Khotang,Eastern Hills,2022,1507.28
Khotang,Eastern Hills,2023,1584.07
Lalitpur,Central Hills,2005,1722.26
Lalitpur,Central Hills,2006,1677.84
Lalitpur,Central Hills,2007,1583.97
Lalitpur,Central Hills,2008,1629.69
Lalitpur,Central Hills,2009,1706.78
Lalitpur,Central Hills,2010,1684.33
Lalitpur,Central Hills,2011,1622.98
Lalitpur,Central Hills,2012,1745.05
Lalitpur,Central Hills,2013,1605.88
Lalitpur,Central Hills,2014,1654.01
Lalitpur,Central Hills,2015,1628.57
Lalitpur,Central Hills,2016,1589.1
Lalitpur,Central Hills,2017,1628.96
Lalitpur,Central Hills,2018,1641.67
Lalitpur,Central Hills,2019,1625.51
Lalitpur,Central Hills,2020,1548.57
Lalitpur,Central Hills,2021,1551.27
Lalitpur,Central Hills,2022,1621.57
Lalitpur,Central Hills,2023,1685.98
Lamjung,Western Hills,2005,1679.77
Lamjung,Western Hills,2006,1641.03
Lamjung,Western Hills,2007,1540.96
Lamjung,Western Hills,2008,1601.64
Lamjung,Western Hills,2009,1681.29
Lamjung,Western Hills,2010,1642.0
Lamjung,Western Hills,2011,1574.85
Lamjung,Western Hills,2012,1695.67
Lamjung,Western Hills,2013,1548.29
Lamjung,Western Hills,2014,1630.1000000000001
Lamjung,Western Hills,2015,1601.68
Lamjung,Western Hills,2016,1554.33
Lamjung,Western Hills,2017,1594.53
Lamjung,Western Hills,2018,1568.9
Lamjung,Western Hills,2019,1596.3200000000002
Lamjung,Western Hills,2020,1496.88
Lamjung,Western Hills,2021,1485.16
Lamjung,Western Hills,2022,1571.54
Lamjung,Western Hills,2023,1638.21
Mahottari,Madhesh Terai,2005,1821.97
Mahottari,Madhesh Terai,2006,1820.7
Mahottari,Madhesh Terai,2007,1729.6899999999998
Mahottari,Madhesh Terai,2008,1751.68
Mahottari,Madhesh Terai,2009,1825.43
Mahottari,Madhesh Terai,2010,1806.54
Mahottari,Madhesh Terai,2011,1749.65
Mahottari,Madhesh Terai,2012,1861.95
Mahottari,Madhesh Terai,2013,1750.62
Mahottari,Madhesh Terai,2014,1760.1399999999999
Mahottari,Madhesh Terai,2015,1747.12
Mahottari,Madhesh Terai,2016,1723.44
Mahottari,Madhesh Terai,2017,1743.44
Mahottari,Madhesh Terai,2018,1778.43
Mahottari,Madhesh Terai,2019,1778.38
Mahottari,Madhesh Terai,2020,1666.48
Mahottari,Madhesh Terai,2021,1709.27
Mahottari,Madhesh Terai,2022,1777.51
Mahottari,Madhesh Terai,2023,1829.95
Makwanpur,Central Hills,2005,1780.99
Makwanpur,Central Hills,2006,1756.77
Makwanpur,Central Hills,2007,1655.4099999999999
Makwanpur,Central Hills,2008,1697.28
Makwanpur,Central Hills,2009,1778.81
Makwanpur,Central Hills,2010,1752.44
Makwanpur,Central Hills,2011,1688.07
Makwanpur,Central Hills,2012,1811.11
Makwanpur,Central Hills,2013,1680.12
Makwanpur,Central Hills,2014,1712.01
Makwanpur,Central Hills,2015,1704.05
Makwanpur,Central Hills,2016,1664.76
Makwanpur,Central Hills,2017,1690.93
Makwanpur,Central Hills,2018,1716.9299999999998
Makwanpur,Central Hills,2019,1704.59
Makwanpur,Central Hills,2020,1615.67
Makwanpur,Central Hills,2021,1624.53
Makwanpur,Central Hills,2022,1707.51
Makwanpur,Central Hills,2023,1767.06
Manang,High Mountain,2005,1868.01
Manang,High Mountain,2006,1814.8
Manang,High Mountain,2007,1741.57
Manang,High Mountain,2008,1783.96
Manang,High Mountain,2009,1858.45
Manang,High Mountain,2010,1793.26
Manang,High Mountain,2011,1772.06
Manang,High Mountain,2012,1866.15
Manang,High Mountain,2013,1745.95
Manang,High Mountain,2014,1842.16
Manang,High Mountain,2015,1825.3400000000001
Manang,High Mountain,2016,1737.4199999999998
Manang,High Mountain,2017,1786.46
Manang,High Mountain,2018,1783.59
Manang,High Mountain,2019,1782.8899999999999
Manang,High Mountain,2020,1718.96
Manang,High Mountain,2021,1668.51
Manang,High Mountain,2022,1741.56
Manang,High Mountain,2023,1807.94
Morang,Eastern Terai,2005,1669.54
Morang,Eastern Terai,2006,1704.02
Morang,Eastern Terai,2007,1615.38
Morang,Eastern Terai,2008,1619.1299999999999
Morang,Eastern Terai,2009,1653.18
Morang,Eastern Terai,2010,1637.5
Morang,Eastern Terai,2011,1615.47
Morang,Eastern Terai,2012,1706.02
Morang,Eastern Terai,2013,1633.63
Morang,Eastern Terai,2014,1653.23
Morang,Eastern Terai,2015,1594.07
Morang,Eastern Terai,2016,1603.75
Morang,Eastern Terai,2017,1611.09
Morang,Eastern Terai,2018,1613.12
Morang,Eastern Terai,2019,1619.66
Morang,Eastern Terai,2020,1537.03
Morang,Eastern Terai,2021,1627.29
Morang,Eastern Terai,2022,1627.33
Morang,Eastern Terai,2023,1703.22
Mugu,High Mountain,2005,1730.43
Mugu,High Mountain,2006,1714.95
Mugu,High Mountain,2007,1678.65
Mugu,High Mountain,2008,1676.26
Mugu,High Mountain,2009,1774.26
Mugu,High Mountain,2010,1679.53
Mugu,High Mountain,2011,1671.57
Mugu,High Mountain,2012,1727.04
Mugu,High Mountain,2013,1671.71
Mugu,High Mountain,2014,1772.54
Mugu,High Mountain,2015,1755.48
Mugu,High Mountain,2016,1677.01
Mugu,High Mountain,2017,1675.52
Mugu,High Mountain,2018,1677.92
Mugu,High Mountain,2019,1706.24
Mugu,High Mountain,2020,1722.93
Mugu,High Mountain,2021,1644.97
Mugu,High Mountain,2022,1666.64
Mugu,High Mountain,2023,1702.98
Mustang,High Mountain,2005,2075.09
Mustang,High Mountain,2006,2020.02
Mustang,High Mountain,2007,1965.49
Mustang,High Mountain,2008,1982.03
Mustang,High Mountain,2009,2075.57
Mustang,High Mountain,2010,2004.43
Mustang,High Mountain,2011,1980.23
Mustang,High Mountain,2012,2058.25
Mustang,High Mountain,2013,1962.24
Mustang,High Mountain,2014,2061.37
Mustang,High Mountain,2015,2056.84
Mustang,High Mountain,2016,1945.24
Mustang,High Mountain,2017,1990.23
Mustang,High Mountain,2018,1969.1
Mustang,High Mountain,2019,2010.3
Mustang,High Mountain,2020,1963.14
Mustang,High Mountain,2021,1903.43
Mustang,High Mountain,2022,1966.86
Mustang,High Mountain,2023,2007.31
Myagdi,Western Hills,2005,1543.52
Myagdi,Western Hills,2006,1527.32
Myagdi,Western Hills,2007,1432.43
Myagdi,Western Hills,2008,1470.35
Myagdi,Western Hills,2009,1558.87
Myagdi,Western Hills,2010,1510.03
Myagdi,Western Hills,2011,1439.29
Myagdi,Western Hills,2012,1561.57
Myagdi,Western Hills,2013,1425.17
Myagdi,Western Hills,2014,1506.69
Myagdi,Western Hills,2015,1471.84
Myagdi,Western Hills,2016,1422.93
Myagdi,Western Hills,2017,1462.58
Myagdi,Western Hills,2018,1445.18
Myagdi,Western Hills,2019,1464.1499999999999
Myagdi,Western Hills,2020,1381.55
Myagdi,Western Hills,2021,1364.97
Myagdi,Western Hills,2022,1454.47
Myagdi,Western Hills,2023,1496.2
Nawalpur,Inner Terai,2005,1751.6
Nawalpur,Inner Terai,2006,1723.85
Nawalpur,Inner Terai,2007,1599.58
Nawalpur,Inner Terai,2008,1660.77
Nawalpur,Inner Terai,2009,1752.48
Nawalpur,Inner Terai,2010,1716.27
Nawalpur,Inner Terai,2011,1652.91
Nawalpur,Inner Terai,2012,1787.63
Nawalpur,Inner Terai,2013,1626.97
Nawalpur,Inner Terai,2014,1686.42
Nawalpur,Inner Terai,2015,1658.26
Nawalpur,Inner Terai,2016,1630.55
Nawalpur,Inner Terai,2017,1653.53
Nawalpur,Inner Terai,2018,1670.32
Nawalpur,Inner Terai,2019,1671.8200000000002
Nawalpur,Inner Terai,2020,1565.99
Nawalpur,Inner Terai,2021,1575.96
Nawalpur,Inner Terai,2022,1665.01
Nawalpur,Inner Terai,2023,1735.78
Nuwakot,Central Hills,2005,1712.21
Nuwakot,Central Hills,2006,1662.3
Nuwakot,Central Hills,2007,1570.42
Nuwakot,Central Hills,2008,1622.05
Nuwakot,Central Hills,2009,1694.74
Nuwakot,Central Hills,2010,1672.06
Nuwakot,Central Hills,2011,1612.15
Nuwakot,Central Hills,2012,1728.4099999999999
Nuwakot,Central Hills,2013,1584.49
Nuwakot,Central Hills,2014,1645.44
Nuwakot,Central Hills,2015,1624.22
Nuwakot,Central Hills,2016,1579.3600000000001
Nuwakot,Central Hills,2017,1624.58
Nuwakot,Central Hills,2018,1619.32
Nuwakot,Central Hills,2019,1611.56
Nuwakot,Central Hills,2020,1535.1299999999999
Nuwakot,Central Hills,2021,1522.91
Nuwakot,Central Hills,2022,1604.22
Nuwakot,Central Hills,2023,1669.3600000000001
Okhaldhunga,Central Hills,2005,1605.99
Okhaldhunga,Central Hills,2006,1564.25
Okhaldhunga,Central Hills,2007,1486.57
Okhaldhunga,Central Hills,2008,1526.82
Okhaldhunga,Central Hills,2009,1556.55
Okhaldhunga,Central Hills,2010,1541.65
Okhaldhunga,Central Hills,2011,1504.76
Okhaldhunga,Central Hills,2012,1616.92
Okhaldhunga,Central Hills,2013,1510.79
Okhaldhunga,Central Hills,2014,1533.51
Okhaldhunga,Central Hills,2015,1512.43
Okhaldhunga,Central Hills,2016,1480.48
Okhaldhunga,Central Hills,2017,1498.19
Okhaldhunga,Central Hills,2018,1494.04
Okhaldhunga,Central Hills,2019,1524.77
Okhaldhunga,Central Hills,2020,1416.94
Okhaldhunga,Central Hills,2021,1470.28
Okhaldhunga,Central Hills,2022,1498.7
Okhaldhunga,Central Hills,2023,1570.02
Palpa,Western Hills,2005,1739.87
Palpa,Western Hills,2006,1707.04
Palpa,Western Hills,2007,1586.3
Palpa,Western Hills,2008,1645.75
Palpa,Western Hills,2009,1743.9099999999999
Palpa,Western Hills,2010,1702.34
Palpa,Western Hills,2011,1635.18
Palpa,Western Hills,2012,1769.27
Palpa,Western Hills,2013,1596.7
Palpa,Western Hills,2014,1673.53
Palpa,Western Hills,2015,1633.48
Palpa,Western Hills,2016,1603.8700000000001
Palpa,Western Hills,2017,1631.9
Palpa,Western Hills,2018,1639.2
Palpa,Western Hills,2019,1648.7
Palpa,Western Hills,2020,1544.91
Palpa,Western Hills,2021,1556.67
Palpa,Western Hills,2022,1637.28
Palpa,Western Hills,2023,1716.57
Panchthar,Eastern Hills,2005,1553.95
Panchthar,Eastern Hills,2006,1559.91
Panchthar,Eastern Hills,2007,1479.1399999999999
Panchthar,Eastern Hills,2008,1475.8
Panchthar,Eastern Hills,2009,1489.42
Panchthar,Eastern Hills,2010,1492.79
Panchthar,Eastern Hills,2011,1473.08
Panchthar,Eastern Hills,2012,1547.16
Panchthar,Eastern Hills,2013,1483.9
Panchthar,Eastern Hills,2014,1508.22
Panchthar,Eastern Hills,2015,1479.06
Panchthar,Eastern Hills,2016,1452.47
Panchthar,Eastern Hills,2017,1498.56
Panchthar,Eastern Hills,2018,1436.69
Panchthar,Eastern Hills,2019,1471.96
Panchthar,Eastern Hills,2020,1392.01
Panchthar,Eastern Hills,2021,1458.23
Panchthar,Eastern Hills,2022,1488.2
Panchthar,Eastern Hills,2023,1545.1200000000001
Parasi,Western Terai,2005,1786.6299999999999
Parasi,Western Terai,2006,1762.14
Parasi,Western Terai,2007,1640.37
Parasi,Western Terai,2008,1689.19
Parasi,Western Terai,2009,1793.32
Parasi,Western Terai,2010,1749.76
Parasi,Western Terai,2011,1697.98
Parasi,Western Terai,2012,1819.7
Parasi,Western Terai,2013,1654.17
Parasi,Western Terai,2014,1721.82
Parasi,Western Terai,2015,1691.57
Parasi,Western Terai,2016,1663.8799999999999
Parasi,Western Terai,2017,1687.54
Parasi,Western Terai,2018,1712.13
Parasi,Western Terai,2019,1701.16
Parasi,Western Terai,2020,1599.97
Parasi,Western Terai,2021,1612.38
Parasi,Western Terai,2022,1700.69
Parasi,Western Terai,2023,1771.45
Parbat,Western Hills,2005,1594.62
Parbat,Western Hills,2006,1566.91
Parbat,Western Hills,2007,1470.5
Parbat,Western Hills,2008,1509.13
Parbat,Western Hills,2009,1607.3
Parbat,Western Hills,2010,1557.31
Parbat,Western Hills,2011,1478.19
Parbat,Western Hills,2012,1609.6599999999999
Parbat,Western Hills,2013,1465.22
Parbat,Western Hills,2014,1551.11
Parbat,Western Hills,2015,1514.2
Parbat,Western Hills,2016,1458.26
Parbat,Western Hills,2017,1503.02
Parbat,Western Hills,2018,1480.99
Parbat,Western Hills,2019,1510.77
Parbat,Western Hills,2020,1417.72
Parbat,Western Hills,2021,1400.6299999999999
Parbat,Western Hills,2022,1497.33
Parbat,Western Hills,2023,1536.94
Parsa,Madhesh Terai,2005,1833.27
Parsa,Madhesh Terai,2006,1822.6399999999999
Parsa,Madhesh Terai,2007,1717.71
Parsa,Madhesh Terai,2008,1748.99
Parsa,Madhesh Terai,2009,1840.29
Parsa,Madhesh Terai,2010,1811.43
Parsa,Madhesh Terai,2011,1752.26
Parsa,Madhesh Terai,2012,1866.58
Parsa,Madhesh Terai,2013,1746.82
Parsa,Madhesh Terai,2014,1767.27
Parsa,Madhesh Terai,2015,1773.59
Parsa,Madhesh Terai,2016,1729.09
Parsa,Madhesh Terai,2017,1749.39
Parsa,Madhesh Terai,2018,1790.33
Parsa,Madhesh Terai,2019,1763.39
Parsa,Madhesh Terai,2020,1671.94
Parsa,Madhesh Terai,2021,1683.93
Parsa,Madhesh Terai,2022,1783.64
Parsa,Madhesh Terai,2023,1824.68
Pyuthan,Mid-West Hills,2005,1738.23
Pyuthan,Mid-West Hills,2006,1712.48
Pyuthan,Mid-West Hills,2007,1619.06
Pyuthan,Mid-West Hills,2008,1641.54
Pyuthan,Mid-West Hills,2009,1751.82
Pyuthan,Mid-West Hills,2010,1704.01
Pyuthan,Mid-West Hills,2011,1644.6100000000001
Pyuthan,Mid-West Hills,2012,1759.33
Pyuthan,Mid-West Hills,2013,1593.58
Pyuthan,Mid-West Hills,2014,1688.07
Pyuthan,Mid-West Hills,2015,1652.47
Pyuthan,Mid-West Hills,2016,1612.37
Pyuthan,Mid-West Hills,2017,1640.1
Pyuthan,Mid-West Hills,2018,1655.1399999999999
Pyuthan,Mid-West Hills,2019,1649.32
Pyuthan,Mid-West Hills,2020,1564.3799999999999
Pyuthan,Mid-West Hills,2021,1549.69
Pyuthan,Mid-West Hills,2022,1654.64
Pyuthan,Mid-West Hills,2023,1693.58
Ramechhap,Eastern Hills,2005,1689.46
Ramechhap,Eastern Hills,2006,1654.71
Ramechhap,Eastern Hills,2007,1576.72
Ramechhap,Eastern Hills,2008,1606.06
Ramechhap,Eastern Hills,2009,1660.85
Ramechhap,Eastern Hills,2010,1647.45
Ramechhap,Eastern Hills,2011,1583.74
Ramechhap,Eastern Hills,2012,1722.47
Ramechhap,Eastern Hills,2013,1586.35
Ramechhap,Eastern Hills,2014,1622.84
Ramechhap,Eastern Hills,2015,1600.49
Ramechhap,Eastern Hills,2016,1565.01
Ramechhap,Eastern Hills,2017,1590.96
Ramechhap,Eastern Hills,2018,1597.24
Ramechhap,Eastern Hills,2019,1620.92
Ramechhap,Eastern Hills,2020,1515.35
Ramechhap,Eastern Hills,2021,1550.46
Ramechhap,Eastern Hills,2022,1591.97
Ramechhap,Eastern Hills,2023,1667.2
Rasuwa,Central Hills,2005,1781.05
Rasuwa,Central Hills,2006,1734.31
Rasuwa,Central Hills,2007,1667.89
Rasuwa,Central Hills,2008,1706.72
Rasuwa,Central Hills,2009,1770.68
Rasuwa,Central Hills,2010,1745.25
Rasuwa,Central Hills,2011,1693.74
Rasuwa,Central Hills,2012,1788.04
Rasuwa,Central Hills,2013,1668.23
Rasuwa,Central Hills,2014,1733.82
Rasuwa,Central Hills,2015,1719.1299999999999
Rasuwa,Central Hills,2016,1666.75
Rasuwa,Central Hills,2017,1715.9099999999999
Rasuwa,Central Hills,2018,1695.0
Rasuwa,Central Hills,2019,1690.19
Rasuwa,Central Hills,2020,1622.58
Rasuwa,Central Hills,2021,1595.71
Rasuwa,Central Hills,2022,1683.49
Rasuwa,Central Hills,2023,1726.83
Rautahat,Madhesh Terai,2005,1839.52
Rautahat,Madhesh Terai,2006,1836.8
Rautahat,Madhesh Terai,2007,1743.77
Rautahat,Madhesh Terai,2008,1769.79
Rautahat,Madhesh Terai,2009,1848.71
Rautahat,Madhesh Terai,2010,1826.76
Rautahat,Madhesh Terai,2011,1767.49
Rautahat,Madhesh Terai,2012,1876.88
Rautahat,Madhesh Terai,2013,1770.44
Rautahat,Madhesh Terai,2014,1780.18
Rautahat,Madhesh Terai,2015,1774.54
Rautahat,Madhesh Terai,2016,1743.21
Rautahat,Madhesh Terai,2017,1761.25
Rautahat,Madhesh Terai,2018,1800.8
Rautahat,Madhesh Terai,2019,1792.3600000000001
Rautahat,Madhesh Terai,2020,1686.07
Rautahat,Madhesh Terai,2021,1716.94
Rautahat,Madhesh Terai,2022,1797.85
Rautahat,Madhesh Terai,2023,1844.21
Rolpa,Mid-West Hills,2005,1662.37
Rolpa,Mid-West Hills,2006,1637.86
Rolpa,Mid-West Hills,2007,1558.1200000000001
Rolpa,Mid-West Hills,2008,1571.31
Rolpa,Mid-West Hills,2009,1677.6
Rolpa,Mid-West Hills,2010,1631.12
Rolpa,Mid-West Hills,2011,1587.53
Rolpa,Mid-West Hills,2012,1678.65
Rolpa,Mid-West Hills,2013,1530.01
Rolpa,Mid-West Hills,2014,1627.9
Rolpa,Mid-West Hills,2015,1591.03
Rolpa,Mid-West Hills,2016,1554.8899999999999
Rolpa,Mid-West Hills,2017,1579.36
Rolpa,Mid-West Hills,2018,1598.22
Rolpa,Mid-West Hills,2019,1582.39
Rolpa,Mid-West Hills,2020,1509.98
Rolpa,Mid-West Hills,2021,1495.93
Rolpa,Mid-West Hills,2022,1591.43
Rolpa,Mid-West Hills,2023,1620.28
Rukum_East,Mid-West Hills,2005,1687.6100000000001
Rukum_East,Mid-West Hills,2006,1659.1499999999999
Rukum_East,Mid-West Hills,2007,1589.15
Rukum_East,Mid-West Hills,2008,1606.99
Rukum_East,Mid-West Hills,2009,1722.62
Rukum_East,Mid-West Hills,2010,1662.4
Rukum_East,Mid-West Hills,2011,1595.96
Rukum_East,Mid-West Hills,2012,1710.85
Rukum_East,Mid-West Hills,2013,1558.19
Rukum_East,Mid-West Hills,2014,1682.23
Rukum_East,Mid-West Hills,2015,1621.4
Rukum_East,Mid-West Hills,2016,1588.47
Rukum_East,Mid-West Hills,2017,1611.71
Rukum_East,Mid-West Hills,2018,1611.68
Rukum_East,Mid-West Hills,2019,1610.67
Rukum_East,Mid-West Hills,2020,1554.81
Rukum_East,Mid-West Hills,2021,1520.1399999999999
Rukum_East,Mid-West Hills,2022,1622.19
Rukum_East,Mid-West Hills,2023,1611.69
Rukum_West,Mid-West Hills,2005,1685.23
Rukum_West,Mid-West Hills,2006,1677.82
Rukum_West,Mid-West Hills,2007,1624.9
Rukum_West,Mid-West Hills,2008,1619.0
Rukum_West,Mid-West Hills,2009,1736.33
Rukum_West,Mid-West Hills,2010,1672.63
Rukum_West,Mid-West Hills,2011,1622.55
Rukum_West,Mid-West Hills,2012,1707.55
Rukum_West,Mid-West Hills,2013,1584.9099999999999
Rukum_West,Mid-West Hills,2014,1709.87
Rukum_West,Mid-West Hills,2015,1663.32
Rukum_West,Mid-West Hills,2016,1624.79
Rukum_West,Mid-West Hills,2017,1631.85
Rukum_West,Mid-West Hills,2018,1637.91
Rukum_West,Mid-West Hills,2019,1626.32
Rukum_West,Mid-West Hills,2020,1602.84
Rukum_West,Mid-West Hills,2021,1546.64
Rukum_West,Mid-West Hills,2022,1635.26
Rukum_West,Mid-West Hills,2023,1628.42
Rupandehi,Western Terai,2005,1813.71
Rupandehi,Western Terai,2006,1790.2
Rupandehi,Western Terai,2007,1677.92
Rupandehi,Western Terai,2008,1711.89
Rupandehi,Western Terai,2009,1821.32
Rupandehi,Western Terai,2010,1775.63
Rupandehi,Western Terai,2011,1731.03
Rupandehi,Western Terai,2012,1842.3
Rupandehi,Western Terai,2013,1674.75
Rupandehi,Western Terai,2014,1744.38
Rupandehi,Western Terai,2015,1726.23
Rupandehi,Western Terai,2016,1688.93
Rupandehi,Western Terai,2017,1713.47
Rupandehi,Western Terai,2018,1742.94
Rupandehi,Western Terai,2019,1725.57
Rupandehi,Western Terai,2020,1630.61
Rupandehi,Western Terai,2021,1635.62
Rupandehi,Western Terai,2022,1729.2
Rupandehi,Western Terai,2023,1799.71
Salyan,Mid-West Hills,2005,1690.1100000000001
Salyan,Mid-West Hills,2006,1668.53
Salyan,Mid-West Hills,2007,1593.4
Salyan,Mid-West Hills,2008,1603.59
Salyan,Mid-West Hills,2009,1724.71
Salyan,Mid-West Hills,2010,1670.07
Salyan,Mid-West Hills,2011,1624.27
Salyan,Mid-West Hills,2012,1717.96
Salyan,Mid-West Hills,2013,1556.18
Salyan,Mid-West Hills,2014,1686.71
Salyan,Mid-West Hills,2015,1630.06
Salyan,Mid-West Hills,2016,1595.39
Salyan,Mid-West Hills,2017,1621.8500000000001
Salyan,Mid-West Hills,2018,1637.67
Salyan,Mid-West Hills,2019,1612.9
Salyan,Mid-West Hills,2020,1559.45
Salyan,Mid-West Hills,2021,1533.46
Salyan,Mid-West Hills,2022,1632.29
Salyan,Mid-West Hills,2023,1642.27
Sankhuwasabha,Eastern Mountain,2005,1685.42
Sankhuwasabha,Eastern Mountain,2006,1655.1100000000001
Sankhuwasabha,Eastern Mountain,2007,1586.44
Sankhuwasabha,Eastern Mountain,2008,1608.21
Sankhuwasabha,Eastern Mountain,2009,1633.05
Sankhuwasabha,Eastern Mountain,2010,1620.91
Sankhuwasabha,Eastern Mountain,2011,1592.37
Sankhuwasabha,Eastern Mountain,2012,1683.6299999999999
Sankhuwasabha,Eastern Mountain,2013,1595.06
Sankhuwasabha,Eastern Mountain,2014,1628.21
Sankhuwasabha,Eastern Mountain,2015,1605.3500000000001
Sankhuwasabha,Eastern Mountain,2016,1577.26
Sankhuwasabha,Eastern Mountain,2017,1606.46
Sankhuwasabha,Eastern Mountain,2018,1561.2
Sankhuwasabha,Eastern Mountain,2019,1592.3899999999999
Sankhuwasabha,Eastern Mountain,2020,1492.72
Sankhuwasabha,Eastern Mountain,2021,1554.28
Sankhuwasabha,Eastern Mountain,2022,1583.8400000000001
Sankhuwasabha,Eastern Mountain,2023,1652.26
Saptari,Madhesh Terai,2005,1713.15
Saptari,Madhesh Terai,2006,1739.2
Saptari,Madhesh Terai,2007,1645.5
Saptari,Madhesh Terai,2008,1658.94
Saptari,Madhesh Terai,2009,1713.8899999999999
Saptari,Madhesh Terai,2010,1696.1399999999999
Saptari,Madhesh Terai,2011,1661.26
Saptari,Madhesh Terai,2012,1763.6100000000001
Saptari,Madhesh Terai,2013,1665.58
Saptari,Madhesh Terai,2014,1670.69
Saptari,Madhesh Terai,2015,1622.05
Saptari,Madhesh Terai,2016,1631.07
Saptari,Madhesh Terai,2017,1647.43
Saptari,Madhesh Terai,2018,1664.28
Saptari,Madhesh Terai,2019,1671.12
Saptari,Madhesh Terai,2020,1564.69
Saptari,Madhesh Terai,2021,1649.68
Saptari,Madhesh Terai,2022,1673.51
Saptari,Madhesh Terai,2023,1739.74
Sarlahi,Madhesh Terai,2005,1794.25
Sarlahi,Madhesh Terai,2006,1782.38
Sarlahi,Madhesh Terai,2007,1692.27
Sarlahi,Madhesh Terai,2008,1720.64
Sarlahi,Madhesh Terai,2009,1791.59
Sarlahi,Madhesh Terai,2010,1770.59
Sarlahi,Madhesh Terai,2011,1707.06
Sarlahi,Madhesh Terai,2012,1831.3
Sarlahi,Madhesh Terai,2013,1710.3
Sarlahi,Madhesh Terai,2014,1728.47
Sarlahi,Madhesh Terai,2015,1715.48
Sarlahi,Madhesh Terai,2016,1688.48
Sarlahi,Madhesh Terai,2017,1708.7
Sarlahi,Madhesh Terai,2018,1735.7
Sarlahi,Madhesh Terai,2019,1741.51
Sarlahi,Madhesh Terai,2020,1635.69
Sarlahi,Madhesh Terai,2021,1670.88
Sarlahi,Madhesh Terai,2022,1733.51
Sarlahi,Madhesh Terai,2023,1796.9
Sindhuli,Central Hills,2005,1702.29
Sindhuli,Central Hills,2006,1688.58
Sindhuli,Central Hills,2007,1605.9
Sindhuli,Central Hills,2008,1631.03
Sindhuli,Central Hills,2009,1690.31
Sindhuli,Central Hills,2010,1673.05
Sindhuli,Central Hills,2011,1618.42
Sindhuli,Central Hills,2012,1738.73
Sindhuli,Central Hills,2013,1615.81
Sindhuli,Central Hills,2014,1640.01
Sindhuli,Central Hills,2015,1620.55
Sindhuli,Central Hills,2016,1601.36
Sindhuli,Central Hills,2017,1616.49
Sindhuli,Central Hills,2018,1641.28
Sindhuli,Central Hills,2019,1655.15
Sindhuli,Central Hills,2020,1545.89
Sindhuli,Central Hills,2021,1589.76
Sindhuli,Central Hills,2022,1640.42
Sindhuli,Central Hills,2023,1705.66
Sindhupalchok,Central Hills,2005,1595.8600000000001
Sindhupalchok,Central Hills,2006,1542.06
Sindhupalchok,Central Hills,2007,1477.98
Sindhupalchok,Central Hills,2008,1511.98
Sindhupalchok,Central Hills,2009,1582.31
Sindhupalchok,Central Hills,2010,1564.02
Sindhupalchok,Central Hills,2011,1497.68
Sindhupalchok,Central Hills,2012,1616.45
